NAME;GK;CWP;CBT;SB;DMF;WB;CMF;SMF;AMF;WF;SS;CF;REGISTERED POSITION;HEIGHT;FAVOURED FOOT;FAVOURED SIDE;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;ATTACK;DEFENSE;BALANCE;STAMINA;TOP SPEED;ACCELERATION;RESPONSE;AGILITY;DRIBBLE ACCURACY;DRIBBLE SPEED;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;SHOT POWER;SHOT TECHNIQUE;FREE KICK ACCURACY;CURLING;HEADING;JUMP;TECHNIQUE;AGGRESSION;MENTALITY;GOAL KEEPING;TEAM WORK;CONSISTENCY;CONDITION / FITNESS;DRIBBLING;TACTIAL DRIBBLE;POSITIONING;REACTION;PLAYMAKING;PASSING;SCORING;1-1 SCORING;POST PLAYER;LINES;MIDDLE SHOOTING;SIDE;CENTRE;PENALTIES;1-TOUCH PASS;OUTSIDE;MARKING;SLIDING;COVERING;D-LINE CONTROL;PENALTY STOPPER;1-ON-1 STOPPER;LONG THROW;INJURY TOLERANCE;DRIBBLE STYLE;FREE KICK STYLE;PK STYLE;DROP KICK STYLE;AGE;WEIGHT;NATIONALITY;CLUB TEAM
Mehdi Torabi;0;0;0;0;0;0;0;0;1;1;0;0;10;185;R;B;6;6;76;58;72;74;63;65;71;77;80;68;75;66;74;67;72;79;83;74;73;69;77;88;83;75;50;76;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;2;1;1;1;28;78;Iran;
Mehdi Taremi;0;0;0;0;0;0;0;0;0;0;0;1;12;187;R;B;6;6;85;59;83;83;79;80;83;79;83;80;83;80;74;76;83;79;79;62;78;81;84;83;83;71;50;76;5;6;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;83;Iran;Inter Milan
Amin Hazbavi;0;0;1;0;0;0;0;0;0;0;0;0;3;182;R;B;4;5;59;79;55;80;59;64;67;71;63;63;76;78;66;68;65;66;65;56;57;75;75;65;72;74;50;67;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;B;1;1;1;1;20;72;Iran;
Jahanbakhsh;0;0;0;0;0;0;0;1;1;1;0;0;10;180;R;R;5;5;70;38;74;72;78;78;68;83;81;78;71;69;77;69;72;77;76;63;70;66;75;85;84;66;50;65;5;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;78;Iran;
S. Moghanlou;0;0;0;0;0;0;0;0;0;0;0;1;12;190;L;B;6;6;78;44;86;80;77;74;69;75;75;76;68;71;72;70;78;83;74;74;74;65;76;67;75;67;50;62;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;89;Iran;
Kanaani;0;0;1;1;0;0;0;0;1;0;0;0;3;188;R;B;4;4;40;68;75;67;60;63;75;74;70;61;79;58;73;62;63;77;74;66;68;70;77;80;75;70;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;70;Iran;
Payam Niazmand;1;0;0;0;0;0;0;0;0;0;0;0;0;194;R;B;4;5;30;75;74;76;65;61;76;77;60;60;72;71;72;71;45;72;45;57;45;55;84;44;77;66;80;67;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;84;Iran;
Ghoddos;0;0;0;0;0;0;0;1;1;1;1;1;11;177;R;B;4;4;70;50;73;74;67;72;72;79;78;75;75;73;74;69;74;78;79;77;75;67;65;83;79;70;50;72;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;79;Iran;
Milad Mohammadi;0;0;0;1;0;1;0;0;0;0;0;0;4;178;L;L;5;5;70;70;70;80;79;80;70;84;72;78;72;72;73;72;64;71;68;63;65;69;74;72;72;62;50;75;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;79;Iran;
Jalali;0;0;0;1;0;1;0;1;0;0;0;0;4;177;L;L;5;5;71;70;76;73;70;69;70;72;73;63;74;67;75;68;66;72;78;62;71;68;76;80;78;75;50;75;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;70;Iran;
Sayyadmanesh;0;0;0;0;0;0;0;1;0;1;0;1;8;182;R;B;5;5;73;51;63;73;81;82;66;79;79;79;64;73;65;72;69;65;73;52;57;67;75;77;71;64;50;71;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;78;Iran;
M. Azadi;0;0;0;0;0;0;0;0;0;0;0;1;12;188;R;B;6;6;72;56;75;80;76;73;73;71;72;70;65;68;63;65;75;74;70;79;68;71;74;71;71;67;50;84;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;80;Iran;
Mehdi Limouchi;0;0;0;0;0;0;0;0;0;1;0;0;10;179;R;B;6;6;62;52;57;75;79;77;65;81;78;79;72;70;69;67;72;57;70;62;62;57;66;69;61;71;50;65;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;69;Iran;
Khalilzadeh;0;0;1;1;0;0;0;0;0;0;0;0;3;183;R;B;4;4;61;70;78;75;59;59;74;69;69;57;68;62;69;61;62;78;70;64;68;77;72;77;61;73;50;72;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;80;Iran;
Aria Yousefi;0;0;0;1;0;0;0;0;0;1;0;0;4;186;R;R;5;6;74;66;57;73;81;80;70;74;70;77;67;65;71;64;72;62;68;60;62;63;74;70;72;70;50;65;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;73;Iran;
Aref Gholami;0;0;1;0;0;0;0;0;0;0;0;0;3;183;R;B;4;5;54;73;74;81;79;79;67;80;70;75;74;75;71;72;68;67;65;64;66;76;80;63;69;70;50;64;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;78;Iran;
Kamada;0;0;0;0;0;0;1;0;1;0;0;0;9;184;R;B;5;5;82;68;75;81;76;80;83;81;82;78;83;76;81;74;80;70;76;80;81;65;71;82;83;77;50;80;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;72;Japan;Crystal Palace
Takumu Kawamura;0;0;0;0;1;0;0;0;1;0;0;0;5;183;L;B;5;5;57;65;71;74;64;76;71;65;68;72;72;70;67;68;72;64;68;63;65;71;74;67;66;69;50;78;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;72;Japan;Red Bull Salzburg
Koki Ogawa;0;0;0;0;0;0;0;0;0;0;0;1;12;183;R;B;6;5;81;57;62;79;73;76;86;81;74;75;67;77;68;74;77;65;80;71;71;80;78;82;76;72;50;74;7;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;70;Japan;
Endo;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;6;6;77;83;78;86;60;73;82;74;81;69;83;81;75;72;74;79;72;62;62;83;88;82;81;85;50;84;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;77;Japan;Bologna FC 1909
Daiya Maekawa;1;0;0;0;0;0;0;0;0;0;0;0;0;191;R;B;5;6;30;84;58;72;78;72;77;79;41;52;84;73;82;73;45;82;45;58;45;55;86;40;77;72;88;75;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;B;1;1;1;1;28;86;Japan;
Ritsu Doan;0;0;0;0;0;0;0;1;0;0;0;0;8;172;L;R;5;5;83;59;80;81;78;88;83;89;86;82;83;77;78;75;80;71;76;75;79;68;83;85;83;70;50;76;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;74;Japan;SC Freiburg
Tomiyasu;0;0;0;1;0;0;0;0;0;0;0;0;4;188;R;B;8;8;72;81;85;78;74;74;81;74;77;74;79;72;76;70;61;66;64;61;62;78;86;78;81;80;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;25;84;Japan;FC Zenit St Petersburg
Koki Machida;0;0;1;0;0;0;0;0;0;0;0;0;3;190;L;B;5;6;58;78;73;80;77;76;75;73;68;70;72;71;67;68;68;71;68;64;64;81;79;71;74;71;50;78;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;74;Japan;
Sugawara;0;0;0;1;0;1;0;1;0;1;0;0;4;180;R;R;5;6;76;69;62;85;80;79;76;81;78;76;87;82;87;82;75;70;78;75;78;61;76;81;79;68;50;81;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;70;Japan;Southampton
Daiki Hashioka;0;0;1;1;0;1;0;1;0;0;0;0;4;182;R;R;5;5;70;71;72;82;81;79;74;77;67;75;72;70;70;71;68;70;66;71;71;67;75;70;69;68;50;76;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;73;Japan;Luton Town
Minamino;0;0;0;0;0;0;0;1;1;0;0;0;8;172;R;B;6;6;81;57;78;78;76;86;81;88;83;80;82;79;76;76;80;75;79;75;79;63;74;83;81;75;50;78;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;67;Japan;AS Monaco
Kosei Tani;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;B;4;5;30;46;48;62;50;58;64;70;43;44;40;42;64;60;45;64;45;52;45;55;77;43;49;58;62;46;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;17;78;Japan;
Ko Itakura;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;6;6;65;83;79;75;74;80;82;77;76;74;79;75;67;62;69;72;68;62;62;79;86;76;70;78;50;81;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;80;Japan;Borussia Monchengladbach
Shogo Taniguchi;0;0;1;0;0;0;0;0;0;0;0;0;3;182;R;B;4;6;55;80;74;81;72;70;81;74;64;69;72;75;67;69;66;66;65;56;62;82;79;64;64;82;50;78;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;70;Japan;
Hiroki Ito;0;0;1;1;0;0;0;0;0;0;0;0;3;188;L;B;5;5;68;85;80;72;78;78;85;74;78;76;81;81;79;77;62;81;69;62;62;79;86;81;74;75;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;84;Japan;AC Milan
Reo Hatate;0;0;0;1;0;0;1;1;1;0;0;0;7;171;R;L;4;4;65;60;67;77;67;71;67;80;76;69;79;74;77;72;66;83;76;53;77;50;70;83;70;71;50;77;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;70;Japan;Celtic FC
Morita;0;0;0;0;1;0;1;0;0;0;0;0;7;177;R;B;8;8;81;80;80;86;74;74;83;76;83;79;83;80;79;75;79;76;74;66;76;61;73;83;82;83;50;81;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;76;Japan;Sporting CP
Ao Tanaka;0;0;0;0;1;0;0;0;0;0;0;0;5;177;R;B;5;6;58;63;72;76;69;71;72;82;79;71;81;74;73;66;60;83;68;50;66;53;66;88;70;63;50;70;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;69;Japan;Leeds United
Keito Nakamura;0;0;0;0;0;0;0;0;1;1;1;1;11;180;R;B;6;5;81;49;72;81;83;79;76;77;78;79;77;80;77;76;73;75;78;59;58;61;76;76;84;71;50;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;75;Japan;
Keisuke Osako;1;0;0;0;0;0;0;0;0;0;0;0;0;188;R;B;5;6;30;83;78;65;70;72;76;73;44;54;84;73;82;74;45;83;45;59;45;55;83;44;77;69;85;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;87;Japan;
Yuki Soma;0;0;0;0;0;0;0;1;0;1;0;0;8;165;R;R;6;6;68;49;58;80;80;77;63;76;79;81;76;81;77;77;76;68;78;77;80;58;74;77;74;71;50;74;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;68;Japan;
Ueda;0;0;0;0;0;0;0;0;0;0;0;1;12;182;R;B;5;5;75;33;76;78;78;75;74;79;72;70;67;66;66;63;77;75;73;71;68;73;83;73;70;74;50;72;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;76;Japan;Feyenoord Rotterdam
Takefusa Kubo;0;0;0;0;0;0;0;1;0;1;0;0;8;173;L;R;6;6;84;61;76;81;86;90;84;89;88;87;83;81;82;82;83;80;79;80;80;63;74;87;84;75;50;79;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;64;Japan;Real Sociedad
H. Kadesh;0;0;1;1;0;1;0;0;0;0;0;0;4;179;L;L;4;6;72;77;75;81;78;77;69;77;63;68;70;70;71;72;61;61;66;54;57;71;75;68;68;65;50;77;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;71;Saudi Arabia;
Mukhtar Ali;0;0;0;0;1;0;1;0;0;0;0;0;5;185;R;B;5;6;55;67;71;81;79;80;70;70;70;77;75;75;69;71;72;73;69;73;71;64;76;70;67;66;50;74;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;75;Saudi Arabia;
Al-Owais;1;0;0;0;0;0;0;0;0;0;0;0;0;187;L;B;4;3;31;76;73;68;54;55;75;65;58;49;61;58;60;57;40;66;47;61;49;55;78;69;47;69;72;68;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;79;Saudi Arabia;
Al-Khaibari;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;4;6;55;77;73;84;73;78;75;73;69;71;76;77;67;67;62;74;69;69;61;66;70;68;71;70;50;86;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;26;69;Saudi Arabia;
Al-Bulayhi;0;0;1;0;0;0;0;0;0;0;0;0;3;184;L;B;4;6;54;80;80;81;77;73;73;73;66;69;68;68;61;65;67;71;64;52;52;77;79;65;62;86;50;80;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;79;Saudi Arabia;
N. Al-Dawsari;0;0;0;1;1;1;1;0;0;0;0;0;4;178;L;B;5;6;70;71;68;79;76;78;74;78;75;73;68;72;70;71;67;70;70;58;61;62;73;71;75;66;50;74;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;72;Saudi Arabia;
Abbas Al-Hassan;0;0;0;0;1;0;1;0;0;0;0;0;5;185;R;B;5;6;53;72;72;82;67;76;61;72;70;67;80;71;71;68;65;68;66;63;61;62;75;60;71;62;50;65;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;77;Saudi Arabia;
Ahmed Al-Kassar;1;0;0;0;0;0;0;0;0;0;0;0;0;178;R;B;3;7;30;72;61;70;67;79;76;72;50;55;76;71;56;57;45;57;45;51;45;55;80;47;72;75;70;61;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;76;Saudi Arabia;
R. Hamed;0;0;1;1;0;0;0;0;0;0;0;0;3;181;L;L;3;3;64;65;80;73;58;59;68;62;65;54;65;60;58;46;61;68;61;61;62;77;85;69;67;79;50;65;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;B;1;1;1;1;33;77;Saudi Arabia;
Awn Al-Saluli;0;0;1;0;0;0;0;0;0;0;0;0;3;192;R;B;4;5;52;75;76;80;73;73;70;70;66;67;67;69;65;65;65;66;66;54;55;77;79;62;59;65;50;81;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;75;Saudi Arabia;
Sami Al-Najei;0;0;0;0;1;0;1;0;1;0;0;0;5;177;R;B;6;6;57;68;72;78;71;74;62;70;71;73;77;76;67;71;75;72;71;72;72;47;75;76;76;76;50;74;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;69;Saudi Arabia;
Ali Lajami;0;0;1;0;0;0;0;0;0;0;0;0;3;178;R;B;4;5;56;78;74;81;76;74;74;75;68;71;70;71;65;69;63;68;66;57;57;79;78;67;63;75;50;84;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;75;Saudi Arabia;
S. Al-Dawsari;0;0;0;0;0;0;0;1;0;1;0;0;10;173;R;B;8;8;78;55;80;83;78;78;76;83;83;79;75;71;73;70;76;76;83;68;72;67;66;85;81;85;50;79;6;6;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;2;1;1;1;31;71;Saudi Arabia;
Mohamed Kanno;0;0;0;0;1;0;1;0;0;0;0;0;5;191;R;B;4;6;56;78;81;82;73;71;74;72;71;70;81;81;68;71;69;76;71;65;66;64;77;74;76;64;50;81;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;73;Saudi Arabia;
R. Al-Najjar;1;0;0;0;0;0;0;0;0;0;0;0;0;188;R;B;4;6;30;67;58;70;80;81;79;61;44;57;62;58;75;68;45;73;45;55;45;55;74;45;71;64;65;80;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;94;Saudi Arabia;
Al-Juwayr;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;5;7;54;72;61;74;72;82;62;72;71;68;76;81;62;67;65;68;75;62;59;64;68;67;65;53;50;63;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;70;Saudi Arabia;
S. Al-Ghannam;0;0;0;1;0;1;0;0;0;0;0;0;4;173;R;R;5;6;74;75;69;82;79;80;75;79;75;77;74;76;73;74;69;68;72;62;61;65;74;73;73;72;50;77;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;67;Saudi Arabia;
Moteb Al-Harbi;0;0;0;1;0;1;0;0;0;0;0;0;4;177;L;L;5;6;72;70;61;81;82;84;70;80;75;80;79;77;79;77;62;58;69;49;55;61;74;72;74;67;50;79;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;60;Saudi Arabia;
Al-Buraikan;0;0;0;0;0;0;0;0;0;0;0;1;12;181;L;B;5;5;72;31;70;69;70;63;65;71;70;66;64;61;58;51;73;68;69;61;62;74;79;76;70;65;50;67;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;74;Saudi Arabia;
A. Ghareeb;0;0;0;0;0;0;0;0;1;1;0;0;10;168;R;B;5;4;75;52;58;78;76;79;70;85;82;83;76;81;74;76;67;64;75;73;73;55;74;79;76;61;50;64;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;68;Saudi Arabia;
Abdullah Radif;0;0;0;0;0;0;0;0;0;0;0;1;12;187;R;B;5;4;70;42;70;77;76;76;68;75;78;78;68;71;65;69;70;72;73;61;58;69;76;74;70;62;50;62;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;75;Saudi Arabia;
S. Abdulhamid;0;0;0;1;0;0;0;0;0;0;0;0;4;175;R;R;5;5;77;77;82;90;90;90;77;88;75;84;76;71;76;72;61;66;62;61;68;69;77;73;76;84;50;74;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;24;70;Saudi Arabia;Athletic Bilbao
M. Al-Sahafi;0;0;0;0;0;0;0;1;0;1;0;0;8;188;R;R;5;4;71;49;62;81;81;82;69;84;77;79;70;74;70;70;63;63;71;69;64;62;74;76;72;61;50;65;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;80;Saudi Arabia;
Kyung-won Kwon;0;0;1;0;0;0;0;0;0;0;0;0;3;188;L;B;3;3;60;79;84;75;60;65;72;73;68;59;71;64;71;57;61;68;65;61;62;77;80;73;62;77;50;72;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;30;81;South Korea;
Jin-su Kim;0;0;0;1;0;0;0;0;0;0;0;0;4;175;L;L;5;5;74;68;72;77;77;79;70;85;72;73;72;64;73;63;61;68;65;73;71;67;71;74;75;76;50;71;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;30;73;South Korea;
Woo-young Jung;0;0;1;0;1;0;1;0;0;0;0;0;5;186;R;B;5;5;73;68;67;72;54;55;71;67;71;57;76;68;68;58;62;69;70;74;71;73;66;79;71;74;50;73;5;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;78;South Korea;
Hee-chan Hwang;0;0;0;0;0;0;0;0;0;1;1;1;11;177;R;B;7;7;78;44;75;78;75;79;79;86;82;74;73;65;70;62;81;78;79;67;73;69;74;87;88;77;50;73;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;77;South Korea;Wolverhampton Wanderers
Woo-yeong Jeong;0;0;0;0;0;0;0;1;1;1;0;0;8;179;R;B;5;5;70;52;61;83;80;84;70;85;76;81;73;77;70;75;67;66;75;61;69;70;71;80;73;71;50;80;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;70;South Korea;1.FC Union Berlin
Lee Kang-in;0;0;0;0;0;0;1;0;0;1;0;0;10;173;L;B;5;5;81;63;78;78;75;79;81;83;85;80;83;82;83;83;80;82;80;81;85;73;75;85;81;78;50;81;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;66;South Korea;Athletic Bilbao
Heung-min Son;0;0;0;0;0;0;0;0;0;1;0;1;10;183;R;B;8;8;88;62;76;90;86;88;89;86;89;87;87;88;83;88;88;90;86;81;89;79;85;89;89;81;50;83;7;7;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;78;South Korea;Tottenham Hotspur
Joo Min-Kyu;0;0;0;0;0;0;1;0;1;0;1;1;11;183;R;B;6;6;81;59;81;78;72;64;78;78;73;67;76;75;77;75;80;76;76;76;76;80;77;74;77;73;50;74;5;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;79;South Korea;
Yong-woo Park;0;0;1;0;1;0;1;0;0;0;0;0;3;186;R;B;5;6;58;78;81;81;77;68;75;69;71;72;76;77;71;70;75;74;70;71;65;78;79;78;78;64;50;84;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;80;South Korea;
Jae-sung Lee;0;0;0;0;0;0;1;0;1;0;0;0;9;181;L;B;5;5;83;70;75;87;69;78;82;82;84;76;81;77;76;74;77;75;79;65;75;84;85;84;82;79;50;78;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;74;South Korea;1.FSV Mainz 05
Bum-keun Song;1;0;0;0;0;0;0;0;0;0;0;0;0;194;R;B;4;4;31;74;74;68;54;55;74;64;58;49;61;61;63;60;38;71;47;61;49;55;72;69;51;71;71;69;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;88;South Korea;
Jo Hyeon-Woo;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;B;4;6;30;78;78;78;72;70;75;77;62;65;49;50;64;63;45;65;45;69;45;55;83;70;75;76;76;74;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;75;South Korea;
In-beom Hwang ;0;0;0;0;1;0;1;0;1;0;0;0;7;177;R;B;6;6;75;62;72;80;67;73;78;80;84;70;80;77;76;68;69;75;77;68;75;69;70;88;75;77;50;82;5;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;26;70;South Korea;Feyenoord Rotterdam
Myung-jae Lee;0;0;0;1;0;1;0;0;0;0;0;0;4;182;L;L;5;6;74;78;75;79;76;74;72;75;70;75;72;74;74;75;74;75;71;64;65;71;75;73;76;71;50;74;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;68;South Korea;
Won-sang Um;0;0;0;0;0;0;0;1;0;1;0;0;8;171;R;R;6;5;73;52;68;79;78;85;73;79;78;79;74;78;73;73;71;61;74;59;59;60;76;76;73;67;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;63;South Korea;
Ha Chang-Rae;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;5;5;62;75;80;80;73;75;80;72;69;72;70;72;64;64;64;67;66;64;60;80;78;75;75;72;50;74;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;82;South Korea;
